Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
537-72-0426,Giza,Naypyitaw,Member,Male,Fashion accessories,70.98440374993025,9.978137199920813,35.382810476854424,751.7000372310854,3/20/2019,4:28:00 PM,Cash,704.8734739735509,4.761904762,36.46915346845538,5.586464846485859
318-12-0304,Alex,Yangon,Normal,Male,Fashion accessories,28.80374407528607,1.2109991548216825,1.5466575083011902,26.884593299901006,1/23/2019,12:20:00 PM,Ewallet,15.632777982964635,4.761904762,0.7865743390544546,5.082487106954812
704-48-3927,Alex,Yangon,Member,Female,Electronic accessories,89.21730805953229,10.01735500676923,44.637449846929954,929.3258989298577,1/12/2019,2:50:00 PM,Ewallet,872.0928789885803,4.761904762,43.671044578385114,7.246611640613792
115-99-4379,Cairo,Mandalay,Member,Female,Fashion accessories,55.2502251587107,6.9355215305900595,18.68193446210554,396.32358266398666,3/14/2019,7:02:00 PM,Credit card,407.1855034234488,4.761904762,19.90094409777303,8.3663442904673
320-85-2052,Cairo,Mandalay,Normal,Female,Sports and travel,33.653792625443714,1.0356485420558312,0.8429672939264223,45.67648255929336,1/14/2019,10:11:00 AM,Credit card,32.154622846067724,4.761904762,2.1397328623614538,6.9338068923200415
316-01-3952,Alex,Yangon,Normal,Female,Food and beverages,53.39030307786784,5.0854136115401065,13.771515615748156,292.5660797303132,3/13/2019,2:16:00 PM,Ewallet,260.97411915245624,4.761904762,12.786914039619397,4.693893266206059
554-42-2417,Giza,Naypyitaw,Normal,Female,Sports and travel,95.88786083054636,10.077896266216376,47.43288571458575,1007.8370773125529,1/9/2019,1:45:00 PM,Cash,945.7740579701982,4.761904762,47.35085284249611,5.194588371159603
346-84-3103,Cairo,Mandalay,Member,Female,Electronic accessories,13.169118972326311,5.0615637154280355,3.0208163568533446,67.0099890151643,3/2/2019,7:26:00 PM,Cash,59.20794287116945,4.761904762,4.521573428716306,4.375247225609749
152-03-4217,Cairo,Mandalay,Normal,Female,Home and lifestyle,10.96760354397219,9.092300025173138,5.283879832933259,101.7263235350338,3/17/2019,11:55:00 AM,Credit card,109.91046884012506,4.761904762,4.8446298593721275,4.382575830194954
652-43-6591,Alex,Yangon,Normal,Female,Fashion accessories,98.03406070762384,7.966841452291189,39.24663012491645,822.9818333698906,3/9/2019,1:18:00 PM,Credit card,761.3527237813022,4.761904762,38.071383614630825,6.210825141030855
549-23-9016,Giza,Naypyitaw,Member,Female,Food and beverages,16.34998747634188,1.93535532363396,1.506572854928425,54.21729555721821,2/13/2019,6:15:00 PM,Credit card,2.8702134866353504,4.761904762,1.694815383879679,8.812819102439029
139-52-2867,Giza,Naypyitaw,Normal,Female,Fashion accessories,22.93073159471007,6.9590244903586465,8.353119070573165,173.2669676916143,2/13/2019,10:50:00 AM,Credit card,157.72799761943298,4.761904762,7.747806967216925,4.766168146081828
222-42-0244,Cairo,Mandalay,Member,Female,Health and beauty,74.34597129843465,8.979700785331831,32.47614106345508,682.2619498079446,1/28/2019,1:53:00 PM,Credit card,644.7344914558693,4.761904762,32.33577959708553,7.626594160755102
585-90-0249,Alex,Yangon,Member,Male,Electronic accessories,74.88878267432851,0.8856629059525567,3.4569998015297188,68.05980228250515,1/27/2019,6:08:00 PM,Ewallet,80.50856635127657,4.761904762,3.877692316440899,9.632748034827374
422-29-8786,Alex,Yangon,Normal,Female,Home and lifestyle,66.11673916224404,4.8701005684410665,15.98340809238472,362.4380951217368,1/3/2019,4:47:00 PM,Credit card,347.4984529844201,4.761904762,16.823858463302145,9.075890606769768
276-54-0879,Cairo,Mandalay,Normal,Male,Sports and travel,96.13056633752718,4.12233745444691,20.408447283638907,425.7798693901272,3/12/2019,7:53:00 PM,Ewallet,377.589219410815,4.761904762,18.947512079378207,6.474236262955618
745-71-3520,Alex,Yangon,Member,Female,Electronic accessories,27.285602031312372,6.930165740743045,9.175122119602173,205.70258099321993,2/4/2019,10:23:00 AM,Cash,185.07406313855807,4.761904762,8.834043710049968,8.213091327372117
592-34-6155,Giza,Naypyitaw,Normal,Male,Food and beverages,30.938236022131427,3.9809621051801356,6.972413688388029,136.8594989766423,1/14/2019,2:43:00 PM,Ewallet,138.57812052442654,4.761904762,6.428570106065313,6.146565453904728
888-02-0338,Alex,Yangon,Normal,Male,Electronic accessories,25.74304013812904,8.754862989665643,11.968872812572702,243.3849196665427,1/25/2019,8:24:00 PM,Ewallet,237.9059173593464,4.761904762,11.854493159940088,5.938218352990558
531-56-4728,Alex,Yangon,Normal,Male,Home and lifestyle,79.98183439812966,3.1017573208341065,12.746210108826334,247.32306850105553,2/11/2019,3:29:00 PM,Cash,249.2670856335997,4.761904762,11.173904495254444,5.300817617954308
603-07-0961,Giza,Naypyitaw,Member,Male,Electronic accessories,73.51710277832076,4.647696688697978,18.558967669606012,377.0365940576322,1/10/2019,11:34:00 AM,Cash,355.1104236753295,4.761904762,19.332436217025233,4.829175202657263
237-01-6122,Giza,Naypyitaw,Member,Female,Home and lifestyle,81.21169814798702,8.839921787061634,36.61643427716161,758.871645057991,2/1/2019,8:31:00 PM,Credit card,725.5057706866587,4.761904762,36.778761490162914,9.35879802893226
334-64-2006,Alex,Yangon,Member,Female,Home and lifestyle,70.83818839245026,1.7724612184198902,7.171983897705587,157.5293819889443,3/24/2019,2:22:00 PM,Ewallet,127.65381566086855,4.761904762,6.579018964984622,9.531263388470412
810-60-6344,Giza,Naypyitaw,Normal,Female,Electronic accessories,40.87731894045607,7.657864916827001,16.495423659652463,321.42421658068685,2/7/2019,2:38:00 PM,Credit card,320.7218044817088,4.761904762,16.482493517313124,6.557763783777856
885-56-0389,Giza,Naypyitaw,Member,Male,Fashion accessories,51.86467622548809,0.9797116532025157,2.591760997807915,56.774588046671106,2/12/2019,5:49:00 PM,Cash,35.56734739989639,4.761904762,2.7909240481246957,3.842877046492144
857-67-9057,Cairo,Mandalay,Normal,Male,Electronic accessories,20.582331608939253,9.959874066432224,11.911849134699576,253.28400293766427,2/6/2019,7:20:00 PM,Ewallet,237.42750030385173,4.761904762,11.13760908344077,8.151590431725023
321-49-7382,Cairo,Mandalay,Member,Male,Sports and travel,90.40416468104735,0.9776096354280472,4.247488467790057,104.96392495031276,2/15/2019,5:38:00 PM,Credit card,95.13138361816917,4.761904762,4.922733753391176,5.210252044030219
232-11-3025,Alex,Yangon,Member,Female,Sports and travel,77.9339715207433,10.146791230256875,40.66349663291938,802.086110909987,1/24/2019,10:04:00 AM,Cash,791.9274633091931,4.761904762,38.98009799550411,6.364356502661355
674-56-6360,Alex,Yangon,Normal,Male,Electronic accessories,94.36696095328641,1.117591395251613,4.837934128037962,101.41726124694854,3/22/2019,2:00:00 PM,Cash,109.80975643122618,4.761904762,3.2685671743381515,6.002444448158052
719-89-8991,Alex,Yangon,Member,Female,Sports and travel,92.07465860508138,5.185767113753212,22.638608168929927,473.00117209114694,2/25/2019,4:03:00 PM,Ewallet,489.2995405742563,4.761904762,22.38183773168274,7.225000660724644
594-34-4444,Alex,Yangon,Member,Female,Electronic accessories,98.15417000221812,1.1664551423602796,5.535291222993903,92.02926535770304,3/8/2019,8:38:00 PM,Ewallet,90.12824120157,4.761904762,4.6396271541365355,7.157195970431554
308-47-4913,Alex,Yangon,Member,Female,Sports and travel,51.17776793179281,9.898899618246508,26.30239309842395,548.1595699457516,3/9/2019,12:45:00 PM,Credit card,515.7373904124574,4.761904762,26.877068338662077,6.145620441767061
268-20-3585,Giza,Naypyitaw,Normal,Female,Health and beauty,12.780769454781332,8.91853268019875,6.905186701583368,153.21495063030375,2/4/2019,12:50:00 PM,Ewallet,123.9000690189235,4.761904762,6.686667638687328,5.934380818982068
188-55-0967,Cairo,Mandalay,Member,Male,Health and beauty,66.07498304820905,10.11837898751817,34.26988802938659,703.5849679320515,1/15/2019,3:01:00 PM,Credit card,670.115572991351,4.761904762,33.19629155813454,4.88154513555481
394-41-0748,Giza,Naypyitaw,Member,Female,Fashion accessories,54.463376139412524,8.806592593018845,24.24856928722488,498.22371124181916,1/27/2019,2:55:00 PM,Ewallet,490.57011937244926,4.761904762,23.798425062750642,9.44486083370011
198-66-9832,Cairo,Mandalay,Member,Female,Fashion accessories,71.64767627137654,2.1982529576568894,7.556021323840692,138.46701764243525,2/4/2019,7:38:00 PM,Cash,128.16679244540703,4.761904762,6.590842328898603,9.516392878972402
549-23-9016,Giza,Naypyitaw,Member,Female,Food and beverages,17.509010701295963,2.0043963209833233,2.0559276702962626,17.116641994894387,2/13/2019,6:15:00 PM,Credit card,48.23974128139226,4.761904762,2.217945902681613,8.995987140990842
626-43-7888,Giza,Naypyitaw,Normal,Female,Fashion accessories,57.77884441179227,7.964704546216718,24.218801313945534,488.45938961454493,2/7/2019,12:23:00 PM,Ewallet,476.6206889254836,4.761904762,25.318253087608372,9.77477899034242
217-58-1179,Alex,Yangon,Member,Male,Home and lifestyle,62.936296448475005,3.6196672760300053,12.080446110502256,258.2767714190465,1/5/2019,11:25:00 AM,Cash,234.12868330510707,4.761904762,11.982721898376191,4.290795201361558
374-38-5555,Cairo,Mandalay,Normal,Female,Fashion accessories,64.05918752620309,5.275681874505245,15.526490543455884,350.764765975564,2/7/2019,7:30:00 PM,Ewallet,325.5671200692011,4.761904762,15.752113937700063,8.528428746768869
794-32-2436,Cairo,Mandalay,Member,Male,Electronic accessories,56.52572801127849,2.231769476416421,5.074610028983122,135.10256320947985,3/27/2019,3:08:00 PM,Ewallet,120.77131149222994,4.761904762,5.543844893251131,6.004835600980402
266-20-6657,Giza,Naypyitaw,Member,Male,Food and beverages,55.22454354562238,7.107708715371336,18.768381208877617,432.36236106775146,3/12/2019,7:39:00 PM,Ewallet,396.9479313503459,4.761904762,19.26365127782832,5.107857717759784
699-14-3026,Giza,Naypyitaw,Member,Female,Electronic accessories,85.77807929820797,6.82227788941896,30.138418392650756,625.5536092117311,3/25/2019,6:30:00 PM,Ewallet,598.0523801620034,4.761904762,28.71538130483162,3.989613778686938
422-29-8786,Alex,Yangon,Normal,Female,Home and lifestyle,66.64047737632386,4.93645402225144,17.77927626406966,343.92001537886483,1/3/2019,4:47:00 PM,Credit card,339.26024127323456,4.761904762,16.40863968948571,9.297297504711109
588-47-8641,Alex,Yangon,Member,Male,Fashion accessories,55.44124677230387,9.993532797965283,28.472063416688584,573.3807037784985,1/14/2019,7:30:00 PM,Ewallet,549.7971579505014,4.761904762,27.458410951581282,4.2949436657442766
528-87-5606,Cairo,Mandalay,Member,Female,Electronic accessories,39.91156490532621,0.8642299683679855,2.6723875743645076,68.35529522912401,2/12/2019,7:43:00 PM,Cash,59.21808789180943,4.761904762,1.3072499542454357,6.463351230193333
793-10-3222,Cairo,Mandalay,Member,Female,Health and beauty,40.90541058724879,5.743321401205804,12.45998919403856,243.51362912467485,3/5/2019,1:30:00 PM,Credit card,253.0523097230789,4.761904762,12.629062052437616,8.357025903193056
692-27-8933,Cairo,Mandalay,Normal,Female,Sports and travel,57.3482826081548,5.966845029029847,17.242046200070998,356.8960317568589,2/24/2019,1:02:00 PM,Cash,349.24072851597737,4.761904762,17.262597931442976,5.20540649368002
559-61-5987,Cairo,Mandalay,Normal,Female,Health and beauty,15.048810093842103,0.9477598033101879,0.37631805650130856,0.0,1/14/2019,10:38:00 AM,Cash,8.781137643125088,4.761904762,0.40657281535252054,8.49463680026043
477-24-6490,Cairo,Mandalay,Normal,Female,Health and beauty,97.75834857368586,5.9818257946143,29.809058444662305,627.9351538434264,2/26/2019,4:52:00 PM,Ewallet,585.0257122142829,4.761904762,30.045894364946314,8.073363592808862
554-53-8700,Giza,Naypyitaw,Member,Female,Home and lifestyle,56.35763872453431,1.8204040428852573,5.522570208524789,119.82939611623466,2/2/2019,10:11:00 AM,Cash,104.6277181198506,4.761904762,4.795316053907336,6.44062086900458
636-98-3364,Cairo,Mandalay,Member,Female,Electronic accessories,26.755421391946257,3.0225463598821833,3.588213193520524,54.622905289082,3/2/2019,12:36:00 PM,Ewallet,71.68124838084499,4.761904762,4.244656878811819,6.204860267181642
715-20-1673,Cairo,Mandalay,Normal,Male,Electronic accessories,25.697150221778482,5.011604479011962,7.444782039240042,149.68277912481062,3/6/2019,8:57:00 PM,Cash,130.00561435638457,4.761904762,7.158218721315325,9.391518807180205
797-88-0493,Alex,Yangon,Normal,Female,Health and beauty,64.692610846678,3.737584126757385,12.94908982575743,263.655300517099,3/26/2019,1:54:00 PM,Cash,266.0958178467566,4.761904762,12.64892774200257,7.748467309004375
115-99-4379,Cairo,Mandalay,Member,Female,Fashion accessories,54.28738625200548,6.881870290268668,18.489907077975598,393.6165788986385,3/14/2019,7:02:00 PM,Credit card,387.89210346509174,4.761904762,19.36283511603274,8.51134692088231
715-20-1673,Cairo,Mandalay,Normal,Male,Electronic accessories,26.741265077722943,5.002456424666901,8.018373884367598,136.85896140986347,3/6/2019,8:57:00 PM,Cash,144.2593463092818,4.761904762,7.0582080564734335,9.385593967710923
592-46-1692,Giza,Naypyitaw,Member,Female,Food and beverages,36.31361998338533,6.863027016452981,13.441506067989053,253.36361896203402,1/11/2019,8:10:00 PM,Cash,268.5033378777174,4.761904762,12.551761804428438,7.368668457489875
390-31-6381,Giza,Naypyitaw,Normal,Male,Food and beverages,25.704150378173935,3.03147095901726,3.6212960770047835,72.74359657004366,1/7/2019,12:37:00 PM,Cash,89.15149084852833,4.761904762,4.176531387542618,7.29375044951443
242-55-6721,Cairo,Mandalay,Member,Female,Home and lifestyle,15.874830770512649,2.2932793156423297,1.232701234708433,16.60523683787384,3/7/2019,11:49:00 AM,Ewallet,30.428040449120253,4.761904762,1.6096351504640256,6.468228857036111
305-89-2768,Cairo,Mandalay,Member,Female,Home and lifestyle,21.002047092573644,2.634715047413328,2.2323105285897515,70.24030513830591,1/9/2019,6:43:00 PM,Ewallet,55.17372702217363,4.761904762,2.7792251822281715,4.740428132851089
190-59-3964,Cairo,Mandalay,Member,Male,Food and beverages,46.838695769031396,4.914205160743054,11.919056760687395,229.67321733439852,2/3/2019,2:35:00 PM,Credit card,231.5852553582851,4.761904762,11.575915445627352,5.830043123119347
722-13-2115,Giza,Naypyitaw,Member,Male,Sports and travel,42.37548004816565,0.9608953009950756,3.2113575525900115,69.21850516579008,3/14/2019,3:36:00 PM,Credit card,42.52924572997713,4.761904762,2.4141689781821567,9.250488295038537
544-55-9589,Cairo,Mandalay,Member,Female,Electronic accessories,19.92783644167107,9.900591031583318,10.66756242968726,214.29213255926797,1/28/2019,11:51:00 AM,Cash,214.41779627666085,4.761904762,10.858469663916358,6.047213168032698
767-54-1907,Cairo,Mandalay,Member,Female,Fashion accessories,29.25539504762551,4.927962167855116,6.945472654063656,150.55811135292063,2/13/2019,4:59:00 PM,Cash,151.72061174440336,4.761904762,8.20440022907736,6.783864534744048
478-06-7835,Alex,Yangon,Normal,Male,Fashion accessories,90.88313197332792,1.1575463320394963,4.317578461414683,58.80262318910129,1/11/2019,11:20:00 AM,Ewallet,82.99799684951762,4.761904762,3.7640681169985095,4.903788664558575
796-12-2025,Giza,Naypyitaw,Member,Female,Fashion accessories,60.916258198164265,10.025701050535499,30.110249927400055,660.178148457854,2/11/2019,4:19:00 PM,Cash,613.6371559778016,4.761904762,30.90548803450837,5.9436094154103944
211-30-9270,Giza,Naypyitaw,Normal,Male,Health and beauty,18.2139334066418,4.801958595833657,4.433340277111414,91.80904755433416,1/28/2019,3:16:00 PM,Credit card,99.78726512162842,4.761904762,4.204992218372633,4.9781168340582305
173-82-9529,Cairo,Mandalay,Normal,Female,Fashion accessories,39.25058720701143,9.87415205229734,18.075306312212664,404.59070359510747,1/26/2019,2:51:00 PM,Cash,401.5261716809661,4.761904762,19.275887822764926,9.685043561985724
748-45-2862,Alex,Yangon,Member,Female,Home and lifestyle,29.11881273231106,4.1204825937341125,5.691115683058303,103.96777647870715,3/7/2019,6:35:00 PM,Cash,117.87662990441578,4.761904762,6.439584279848002,8.138604911181003
115-38-7388,Giza,Naypyitaw,Member,Female,Fashion accessories,10.958831557362412,8.040520718959463,4.255858299242599,63.430415256914856,3/30/2019,12:51:00 PM,Credit card,79.21203873585829,4.761904762,4.358579149997205,9.616605527114379
759-29-9521,Alex,Yangon,Member,Female,Fashion accessories,49.6580850720128,8.664239954922953,21.319294654364157,454.3188511372399,3/4/2019,11:27:00 AM,Cash,438.98319762208337,4.761904762,21.536288916397137,7.918119749550529
284-54-4231,Giza,Naypyitaw,Member,Male,Sports and travel,80.94117912065222,0.8544166974491963,5.01387224541054,93.53022921230487,1/19/2019,4:08:00 PM,Credit card,73.29692252613275,4.761904762,5.224002761309127,8.957954257264014
316-66-3011,Alex,Yangon,Member,Female,Food and beverages,44.6108521873803,9.14734205074063,21.527564494264944,457.2444102089429,1/23/2019,12:35:00 PM,Cash,424.51313974193846,4.761904762,21.59239540978704,5.004641758962551
183-21-3799,Giza,Naypyitaw,Normal,Female,Electronic accessories,78.27893170925066,8.984476966364708,35.474829185687796,732.8445659156869,2/19/2019,3:14:00 PM,Ewallet,689.8691959884841,4.761904762,34.69161457500004,7.115430006209392
692-92-5582,Cairo,Mandalay,Member,Female,Food and beverages,53.66619898887048,3.0441007931422677,8.152177597713262,191.2732113393058,2/20/2019,1:27:00 PM,Credit card,173.29302592226426,4.761904762,8.011106957853952,5.977513493008612
726-29-6793,Alex,Yangon,Member,Male,Electronic accessories,23.596503297802826,8.032260855248067,8.939148937787149,208.3598571166832,1/28/2019,8:54:00 PM,Ewallet,182.10262404483757,4.761904762,9.765279508508582,9.777237093404343
133-14-7229,Giza,Naypyitaw,Normal,Male,Health and beauty,63.542218588356576,1.8754173190335943,5.510585887876255,124.92698052912075,1/1/2019,11:43:00 AM,Cash,126.82619282353588,4.761904762,6.3004306896576505,5.00555913406507
183-21-3799,Giza,Naypyitaw,Normal,Female,Electronic accessories,79.72514241712697,8.90941785722753,34.56481416952774,747.4516589038327,2/19/2019,3:14:00 PM,Ewallet,698.5020339037062,4.761904762,34.4420511628962,7.258736152135945
719-89-8991,Alex,Yangon,Member,Female,Sports and travel,92.30092916843736,5.01859243949464,22.21912734859249,469.86707610500406,2/25/2019,4:03:00 PM,Ewallet,442.42759631277653,4.761904762,23.051909119772798,7.186157479373079
574-22-5561,Giza,Naypyitaw,Member,Female,Fashion accessories,82.53496184843735,9.896987113894786,41.57649470020149,877.3154288486867,3/19/2019,5:08:00 PM,Ewallet,836.30067574817,4.761904762,41.281632512519586,7.8405314493027545
886-18-2897,Alex,Yangon,Normal,Female,Food and beverages,54.80983727436876,5.206422469070578,14.09496373796557,308.9965873118663,3/22/2019,7:06:00 PM,Credit card,280.35404413915086,4.761904762,13.97138724224893,4.608951038893537
124-31-1458,Alex,Yangon,Member,Female,Electronic accessories,77.68855769478598,3.0816852075027885,12.771394849554486,242.78568252736665,1/8/2019,2:30:00 PM,Cash,230.75399488846202,4.761904762,12.366709504706815,6.729546182679635
600-38-9738,Giza,Naypyitaw,Member,Male,Sports and travel,71.90349634050172,5.191531570326131,17.75624623800887,375.8294019584445,1/17/2019,3:05:00 PM,Credit card,373.0748857457982,4.761904762,18.18966968950654,4.376847773631564
585-03-5943,Cairo,Mandalay,Normal,Male,Health and beauty,21.083783813654517,10.142621509175981,8.262398625843192,197.38822688194853,3/13/2019,11:46:00 AM,Ewallet,186.18015640179556,4.761904762,8.984831596872914,5.840979299601912
325-89-4209,Alex,Yangon,Member,Male,Food and beverages,87.86314382132853,1.1359198745437362,5.448833179683067,85.25721965035702,2/5/2019,7:42:00 PM,Ewallet,98.21568488847966,4.761904762,3.513767250141793,6.700669153580109
656-95-9349,Alex,Yangon,Member,Female,Health and beauty,69.09836576269339,7.255600623912703,24.6764490025611,485.2419376281892,3/11/2019,11:03:00 AM,Credit card,477.3113127044432,4.761904762,24.489831671310743,4.602023781186155
510-79-0415,Cairo,Mandalay,Member,Female,Sports and travel,24.006717058961375,6.099641545730734,7.070865928449906,147.71025391836406,1/24/2019,7:20:00 PM,Ewallet,153.38038588719766,4.761904762,6.929888572308103,4.77142176212552
233-34-0817,Giza,Naypyitaw,Member,Female,Electronic accessories,100.8141041852095,0.7604900040804021,4.456030843025709,87.49411171351764,2/15/2019,11:21:00 AM,Cash,106.62472462905771,4.761904762,5.423142260045848,8.262968507092443
827-44-5872,Cairo,Mandalay,Member,Female,Food and beverages,55.629686973432364,9.929084602532946,27.35548272609458,561.1087337733703,2/7/2019,11:28:00 AM,Credit card,543.5238825615331,4.761904762,27.31386917247463,6.123223125237574
462-78-5240,Giza,Naypyitaw,Normal,Female,Electronic accessories,22.989166504439844,1.9966081488432492,2.7542562121951355,40.86083033564844,3/19/2019,2:35:00 PM,Cash,59.76164401467292,4.761904762,2.3240716814982463,4.236769369481265
750-67-8428,Alex,Yangon,Member,Female,Health and beauty,75.99184067730366,7.234045958834475,26.239314435822727,550.6546250383976,1/5/2019,1:08:00 PM,Ewallet,532.9854949428313,4.761904762,25.97855342464275,9.107389708283586
283-79-9594,Cairo,Mandalay,Normal,Female,Food and beverages,47.05701157894743,7.1191207331793604,16.477292842362633,362.36650547271665,1/25/2019,1:30:00 PM,Credit card,343.2601148398395,4.761904762,17.41653424992713,5.287551378996514
573-98-8548,Giza,Naypyitaw,Member,Female,Fashion accessories,32.790425197270416,1.0378483268817307,1.2762620174118555,47.8164135069196,1/5/2019,12:40:00 PM,Ewallet,27.607583841010303,4.761904762,1.9721058010573695,9.049355055517683
390-31-6381,Giza,Naypyitaw,Normal,Male,Food and beverages,27.24755530962519,2.7041107747196844,3.5380983806609785,101.22466160722303,1/7/2019,12:37:00 PM,Cash,94.83157791977263,4.761904762,4.515663656866196,7.303061362307914
630-74-5166,Alex,Yangon,Member,Female,Sports and travel,63.69853320645618,6.099262419650842,18.673179917090053,379.35272969390013,3/22/2019,8:19:00 PM,Cash,363.603223069883,4.761904762,18.67382333385665,7.582528933239139
438-01-4015,Cairo,Mandalay,Member,Female,Sports and travel,49.434524771067615,4.2602461046135485,9.210207404063613,216.10240409546512,3/21/2019,3:25:00 PM,Ewallet,185.97013078935993,4.761904762,9.728361868406923,6.489753606182217
182-88-2763,Cairo,Mandalay,Member,Male,Food and beverages,81.56953910723573,2.955798873951857,11.805734465259489,257.90767535073746,3/20/2019,7:28:00 PM,Credit card,226.7408274955967,4.761904762,12.100385831139416,4.979351661701035
834-83-1826,Cairo,Mandalay,Member,Female,Home and lifestyle,82.87071132761575,5.150829851669578,20.21118540122603,430.5392855017325,2/25/2019,5:16:00 PM,Credit card,406.2568067678057,4.761904762,20.959387438661253,7.676603013641551
712-39-0363,Alex,Yangon,Member,Male,Food and beverages,43.468304586468676,5.990702858184697,13.161770896204978,273.22204546637823,1/2/2019,3:24:00 PM,Ewallet,233.07847597127582,4.761904762,11.77353320233145,5.499807995446163
778-71-5554,Giza,Naypyitaw,Member,Female,Fashion accessories,16.4422464523769,0.9194605230741324,0.4767435028864225,14.50913259992745,1/25/2019,3:46:00 PM,Credit card,0.0,4.761904762,0.6157249578826138,6.126421872825298
838-02-1821,Giza,Naypyitaw,Member,Female,Home and lifestyle,10.385182948886904,2.1311111226812205,1.5161668605153684,12.776404844433895,2/22/2019,12:10:00 PM,Credit card,12.55346646355992,4.761904762,1.1479361562732502,5.1840466130084595
701-23-5550,Cairo,Mandalay,Member,Male,Home and lifestyle,42.3091572003616,4.00693865539018,7.351118511396969,161.86773295254557,3/19/2019,1:40:00 PM,Ewallet,159.89739246755855,4.761904762,8.257332430524906,4.8818683944708585
584-66-4073,Giza,Naypyitaw,Normal,Male,Fashion accessories,56.190460174305514,1.1092191728946523,2.4538094771160495,72.79313389775174,3/13/2019,3:45:00 PM,Ewallet,46.10941273803404,4.761904762,3.3993161802132486,9.677920899938188
873-51-0671,Alex,Yangon,Member,Female,Sports and travel,23.728206999582536,7.072504684576368,8.822332069123325,157.46173400211467,1/10/2019,4:42:00 PM,Ewallet,159.63998691228338,4.761904762,7.574614733018488,5.048219538691819
776-68-1096,Cairo,Mandalay,Normal,Male,Home and lifestyle,44.02008020431778,3.057531825592338,6.935568086240872,151.35484169374593,3/18/2019,1:45:00 PM,Credit card,98.7206138442431,4.761904762,6.0193813066170065,7.89701727970324
499-27-7781,Cairo,Mandalay,Normal,Female,Food and beverages,52.78987387665146,8.095931406993229,20.741967509562944,454.35215366999444,3/14/2019,4:45:00 PM,Ewallet,413.25123541453235,4.761904762,21.31588614638442,5.016957752250345
645-44-1170,Alex,Yangon,Member,Female,Home and lifestyle,58.76866800334274,8.719997940552803,26.079696763386988,547.4340470037246,1/19/2019,8:07:00 PM,Ewallet,530.8319883419522,4.761904762,25.881344737255933,4.2656521010435755
788-07-8452,Giza,Naypyitaw,Member,Female,Home and lifestyle,25.645199190440692,7.089953934558068,8.352131095390872,163.6342502560284,1/27/2019,5:38:00 PM,Ewallet,168.1036417917723,4.761904762,8.320868257941802,9.50281644689781
366-93-0948,Alex,Yangon,Member,Male,Electronic accessories,64.08451707801474,1.0263321809854866,3.5218216581033785,70.25786465187778,1/31/2019,10:46:00 AM,Credit card,60.168290855565516,4.761904762,3.5227721843687263,9.61694140179774
585-86-8361,Alex,Yangon,Normal,Female,Food and beverages,30.626865464873347,5.183735277826103,6.80491828119058,148.440487283607,2/3/2019,10:31:00 AM,Credit card,141.7065767457239,4.761904762,6.001306895406876,8.47188322955037
685-64-1609,Alex,Yangon,Member,Female,Fashion accessories,32.31054522126977,10.200703045403888,14.986321412879445,313.83289535459727,2/10/2019,12:28:00 PM,Ewallet,312.762884361467,4.761904762,15.764214158104625,9.154285910935812
766-85-7061,Cairo,Mandalay,Member,Female,Health and beauty,88.79884661858578,9.940250855744692,43.85131436313964,927.8932983540715,3/29/2019,10:25:00 AM,Ewallet,870.1977525447526,4.761904762,43.32800593121003,5.021094159198663
616-24-2851,Cairo,Mandalay,Member,Female,Fashion accessories,17.29539813996043,3.9828525480012336,3.634988010013816,63.954450808566286,3/22/2019,2:42:00 PM,Ewallet,67.09454042847766,4.761904762,3.3383939492032013,6.445029883689038
659-36-1684,Giza,Naypyitaw,Member,Female,Sports and travel,57.33739881602858,7.052802859899407,19.83252905621153,407.9020686139089,1/12/2019,12:02:00 PM,Credit card,388.96905343757555,4.761904762,20.810909584188188,6.471534977977524
730-61-8757,Cairo,Mandalay,Member,Male,Health and beauty,50.348869799681495,4.023108160001561,9.38847048454492,227.87066509841569,1/25/2019,10:11:00 AM,Credit card,205.6498733331476,4.761904762,9.47174139632642,4.095026681176374
633-44-8566,Alex,Yangon,Member,Female,Food and beverages,49.00861563040682,7.236307700836679,15.80456812226905,364.88559859757055,3/27/2019,8:35:00 PM,Credit card,362.649075818572,4.761904762,17.307226990036362,7.153211033662387
200-40-6154,Cairo,Mandalay,Member,Male,Home and lifestyle,66.30648742098013,5.839183001737222,20.352017658895054,418.23807323604956,2/9/2019,11:45:00 AM,Cash,390.53008733490003,4.761904762,19.828514009368707,5.79487077811761
802-70-5316,Alex,Yangon,Member,Female,Sports and travel,93.26216621344247,5.996448098200915,27.12786764383469,583.543078286379,3/6/2019,8:34:00 PM,Cash,547.1829383616666,4.761904762,28.557203038479013,8.390532736243761
751-69-0068,Giza,Naypyitaw,Normal,Male,Sports and travel,98.93190491577826,8.848398140204441,42.98098761656115,932.3166471476795,3/19/2019,7:09:00 PM,Ewallet,883.5026074762027,4.761904762,44.30912684790871,8.994058920549303
892-05-6689,Alex,Yangon,Normal,Female,Home and lifestyle,26.35438832463336,4.929527084231056,7.366806210596642,166.30077146710443,3/11/2019,1:28:00 PM,Ewallet,140.6047756575531,4.761904762,7.080763309924016,6.226691276568772
